source_id,original_path,classified_path,physical_filename,declared_filename,document_title,version,document_date,declared_owner,declared_status,sha256,file_size,file_type,authority_class,canonical_status,document_role,product_or_domain,vertical,supersedes,superseded_by,duplicate_of,conflicts_with,implementation_evidence,ingested_at,notes,batch
KLSRC-0123,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/SECURITY.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/SECURITY.md,kitluy-ai-swarm-operating-system-v1.0.0/SECURITY.md,,KitLuy Suite Security Policy for Repository Work,1.0.0,,,,2ee6a72b55e3fb57e8f1bd9bf34929146c817426f56f207bbfd6efe8b010da6b,6419,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0124,docs/source/inbox/kitluy-backup-and-disaster-recovery-v1.0.0.md,docs/source/infrastructure/kitluy-backup-and-disaster-recovery-v1.0.0.md,kitluy-backup-and-disaster-recovery-v1.0.0.md,kitluy-backup-and-disaster-recovery-v1.0.0.md,KitLuy Backup and Disaster Recovery,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,fb7d4d519dd28dfd47a2ba28566e1f2f9370566f8ec1fd94929574163b571e64,10552,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0125,docs/source/inbox/kitluy-branching-commit-and-pull-request-policy-v1.0.0.md,docs/source/engineering/kitluy-branching-commit-and-pull-request-policy-v1.0.0.md,kitluy-branching-commit-and-pull-request-policy-v1.0.0.md,,"KitLuy Branching, Commit and Pull Request Policy",1.0.0,,,,b28686bd6ad4f38dfe756edf7da1942101627177b576af70138374d0fa70c8b9,4750,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0126,docs/source/inbox/kitluy-ci-cd-pipeline-v1.0.0.md,docs/source/infrastructure/kitluy-ci-cd-pipeline-v1.0.0.md,kitluy-ci-cd-pipeline-v1.0.0.md,kitluy-ci-cd-pipeline-v1.0.0.md,KitLuy CI/CD Pipeline,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,4e4ce44f8b50086d6c0a74a268592c306b76ac2f69cf199857448495b8aba3d1,9944,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0127,docs/source/inbox/kitluy-code-review-checklist-v1.0.0.md,docs/source/engineering/kitluy-code-review-checklist-v1.0.0.md,kitluy-code-review-checklist-v1.0.0.md,,KitLuy Code Review Checklist,1.0.0,,,,4661e28d0043ae72002abe8313bb40c52c0503ed6283a47a7324f195449adc9e,5044,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0128,docs/source/inbox/kitluy-coding-standards-typescript-react-v1.0.0.md,docs/source/engineering/kitluy-coding-standards-typescript-react-v1.0.0.md,kitluy-coding-standards-typescript-react-v1.0.0.md,,"KitLuy Coding Standards — TypeScript, React, React Native and Electron",1.0.0,,,,858953b56b0afa2e382d1edb99520e4b046e647b941e8ff38d6095779e04e2b8,7423,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0129,docs/source/inbox/kitluy-contract-test-matrix-v1.0.0.md,docs/source/qa/kitluy-contract-test-matrix-v1.0.0.md,kitluy-contract-test-matrix-v1.0.0.md,kitluy-contract-test-matrix-v1.0.0.md,KitLuy Contract Test Matrix,1.0.0,,HET / KitLuy Suite Project Owner,Canonical testing and evidence specification; not execution evidence,c1220e9f8df9855fbddc55d73f942617ece708316ea53d127bf35431521d2112,7432,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0130,docs/source/inbox/kitluy-cross-product-e2e-matrix-phase1-v1.0.0.md,docs/source/qa/kitluy-cross-product-e2e-matrix-phase1-v1.0.0.md,kitluy-cross-product-e2e-matrix-phase1-v1.0.0.md,kitluy-cross-product-e2e-matrix-phase1-v1.0.0.md,KitLuy Cross-Product E2E Matrix - Phase 1,1.0.0,,HET / KitLuy Suite Project Owner,Canonical testing and evidence specification; not execution evidence,82053e618a37b5ca751a0761017e0a481c6ee90043360024187a92de8cca3b3c,7930,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0131,docs/source/inbox/kitluy-database-coding-standard-v1.0.0.md,docs/source/engineering/kitluy-database-coding-standard-v1.0.0.md,kitluy-database-coding-standard-v1.0.0.md,,KitLuy Database Coding Standard,1.0.0,,,,f2ec0e4e549b6c36f35ef3e59448007d69a510edc999b55d3219765b6c25097d,7579,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0132,docs/source/inbox/kitluy-database-deployment-runbook-v1.0.0.md,docs/source/infrastructure/kitluy-database-deployment-runbook-v1.0.0.md,kitluy-database-deployment-runbook-v1.0.0.md,kitluy-database-deployment-runbook-v1.0.0.md,KitLuy Database Deployment Runbook,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,1fb34c5fa3de4430eaca670eddceec0c1a605faf6b9ba1b85cae252a73843023,10661,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0133,docs/source/inbox/kitluy-definition-of-done-v1.0.0.md,docs/source/engineering/kitluy-definition-of-done-v1.0.0.md,kitluy-definition-of-done-v1.0.0.md,,KitLuy Definition of Done,1.0.0,,,,f64c291b7e08f836215f5922d7a1aaa7c5f2d7b253bf7ad9f5641a9910208b40,4968,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0134,docs/source/inbox/kitluy-dependency-and-supply-chain-policy-v1.0.0.md,docs/source/engineering/kitluy-dependency-and-supply-chain-policy-v1.0.0.md,kitluy-dependency-and-supply-chain-policy-v1.0.0.md,,KitLuy Dependency and Software Supply Chain Policy,1.0.0,,,,68948527a2bf85f6bb6fd9261e794e85f8336cc3118f7d9fbed8e41c73c28dc1,5120,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0135,docs/source/inbox/kitluy-deployment-topology-phase1-v1.0.0.md,docs/source/infrastructure/kitluy-deployment-topology-phase1-v1.0.0.md,kitluy-deployment-topology-phase1-v1.0.0.md,kitluy-deployment-topology-phase1-v1.0.0.md,KitLuy Deployment Topology — Phase 1,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,62146466258c34f45cd722ab648001609cbddc6f47e80e68c4b7f4d262c81dd0,9975,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0136,docs/source/inbox/kitluy-domain-dns-and-tls-plan-v1.0.0.md,docs/source/infrastructure/kitluy-domain-dns-and-tls-plan-v1.0.0.md,kitluy-domain-dns-and-tls-plan-v1.0.0.md,kitluy-domain-dns-and-tls-plan-v1.0.0.md,"KitLuy Domain, DNS and TLS Plan",1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,943df7546123969faf822c96266fab0ffdf508d2d47ad0b5588cae35d5e1bf51,9642,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0137,docs/source/inbox/kitluy-environment-matrix-v1.0.0.md,docs/source/infrastructure/kitluy-environment-matrix-v1.0.0.md,kitluy-environment-matrix-v1.0.0.md,kitluy-environment-matrix-v1.0.0.md,KitLuy Environment Matrix,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,ac3d8760cafc0a59907fd6abe0a8b8103c584d3a2c6830defb28b3038bd86518,10189,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0138,docs/source/inbox/kitluy-error-handling-and-logging-standard-v1.0.0.md,docs/source/engineering/kitluy-error-handling-and-logging-standard-v1.0.0.md,kitluy-error-handling-and-logging-standard-v1.0.0.md,,KitLuy Error Handling and Logging Standard,1.0.0,,,,4ece90d3861e405557ae12042c6c283c4d18bc330c92a0c3c3a2329315947a6b,5576,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0139,docs/source/inbox/kitluy-hardware-certification-test-plan-v1.0.0.md,docs/source/qa/kitluy-hardware-certification-test-plan-v1.0.0.md,kitluy-hardware-certification-test-plan-v1.0.0.md,kitluy-hardware-certification-test-plan-v1.0.0.md,KitLuy Hardware Certification Test Plan,1.0.0,,HET / KitLuy Suite Project Owner,Canonical testing and evidence specification; not execution evidence,2251998a817bac17046c14314921d173597731891cbfd5c51c90f3f4a6efbc7e,5353,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0140,docs/source/inbox/kitluy-incident-response-runbook-v1.0.0.md,docs/source/infrastructure/kitluy-incident-response-runbook-v1.0.0.md,kitluy-incident-response-runbook-v1.0.0.md,kitluy-incident-response-runbook-v1.0.0.md,KitLuy Incident Response Runbook,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,d0240a173bfb40e62c02c0749a475240eeb444df88f9dea7d9a81e1b04163d9c,10597,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0141,docs/source/inbox/kitluy-infrastructure-as-code-plan-v1.0.0.md,docs/source/infrastructure/kitluy-infrastructure-as-code-plan-v1.0.0.md,kitluy-infrastructure-as-code-plan-v1.0.0.md,kitluy-infrastructure-as-code-plan-v1.0.0.md,KitLuy Infrastructure-as-Code Plan,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,f2946557c641908a70e847f072db9ea4178aa30c029d872a0ff0405483580e06,10278,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0142,docs/source/inbox/kitluy-monorepo-blueprint-v1.0.0.md,docs/source/engineering/kitluy-monorepo-blueprint-v1.0.0.md,kitluy-monorepo-blueprint-v1.0.0.md,,KitLuy Monorepo Blueprint,1.0.0,,,,519287a2d8fa841b0769499a88a1cdab92767779be582c6a1f0a195d93c1e21d,12454,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0143,docs/source/inbox/kitluy-observability-and-alert-registry-v1.0.0.md,docs/source/infrastructure/kitluy-observability-and-alert-registry-v1.0.0.md,kitluy-observability-and-alert-registry-v1.0.0.md,kitluy-observability-and-alert-registry-v1.0.0.md,KitLuy Observability and Alert Registry,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,1bf8993314905852c22416134d537ed5aa174df61a0fa3a76b27ed6214ca34b2,10613,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0144,docs/source/inbox/kitluy-offline-and-reconnect-test-pack-v1.0.0.md,docs/source/qa/kitluy-offline-and-reconnect-test-pack-v1.0.0.md,kitluy-offline-and-reconnect-test-pack-v1.0.0.md,kitluy-offline-and-reconnect-test-pack-v1.0.0.md,KitLuy Offline and Reconnect Test Pack,1.0.0,,HET / KitLuy Suite Project Owner,Canonical testing and evidence specification; not execution evidence,83b3daeb1b08b440911c83057689dece48e76a115d70cfb54fc7931111931740,6445,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0145,docs/source/inbox/kitluy-package-boundary-and-dependency-rules-v1.0.0.md,docs/source/engineering/kitluy-package-boundary-and-dependency-rules-v1.0.0.md,kitluy-package-boundary-and-dependency-rules-v1.0.0.md,,KitLuy Package Boundary and Dependency Rules,1.0.0,,,,f0779ea7485e76be7c485b389a366eac7c63772f94ed97848e53903830b5b80e,7224,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0146,docs/source/inbox/kitluy-payment-and-reconciliation-test-vectors-v1.0.0.json,docs/source/qa/kitluy-payment-and-reconciliation-test-vectors-v1.0.0.json,kitluy-payment-and-reconciliation-test-vectors-v1.0.0.json,,,1.0.0,,,,59b2e6a0c211ef4ce05ed1804f32cf2d154e577f57da976bd0d8d37c92ff72f3,15913,application/json,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,TEST-VECTORS (payments/reconciliation),qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0147,docs/source/inbox/kitluy-performance-and-capacity-test-plan-v1.0.0.md,docs/source/qa/kitluy-performance-and-capacity-test-plan-v1.0.0.md,kitluy-performance-and-capacity-test-plan-v1.0.0.md,kitluy-performance-and-capacity-test-plan-v1.0.0.md,KitLuy Performance and Capacity Test Plan,1.0.0,,HET / KitLuy Suite Project Owner,Canonical testing and evidence specification; not execution evidence,f8188d61232b4b293fad69543a53c21ae3c8d871b125379560c62a91a4e88dc9,5957,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0148,docs/source/inbox/kitluy-phase1-go-live-checklist-v1.0.0.md,docs/source/infrastructure/kitluy-phase1-go-live-checklist-v1.0.0.md,kitluy-phase1-go-live-checklist-v1.0.0.md,kitluy-phase1-go-live-checklist-v1.0.0.md,KitLuy Phase 1 Go-Live Checklist,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,4fda02982b54ebecc62c3e119586b106e17d8a3b8aa83b943a160a7236fd6085,15293,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0149,docs/source/inbox/kitluy-phase1-master-test-plan-v1.0.0.md,docs/source/qa/kitluy-phase1-master-test-plan-v1.0.0.md,kitluy-phase1-master-test-plan-v1.0.0.md,kitluy-phase1-master-test-plan-v1.0.0.md,KitLuy Phase 1 Master Test Plan,1.0.0,,HET / KitLuy Suite Project Owner,Canonical testing and evidence specification; not execution evidence,005d987a628523e508ac403b399086e3e54917ffc8ec319057868c7fac2188b3,15508,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0150,docs/source/inbox/kitluy-phase1-pilot-runbook-v1.0.0.md,docs/source/infrastructure/kitluy-phase1-pilot-runbook-v1.0.0.md,kitluy-phase1-pilot-runbook-v1.0.0.md,kitluy-phase1-pilot-runbook-v1.0.0.md,KitLuy Phase 1 Pilot Runbook,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,0ec508df309f8553628734de2249492eb9ff17ebbc87c9f75fee184f0c968ed7,10893,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0151,docs/source/inbox/kitluy-pilot-evidence-template-v1.0.0.md,docs/source/qa/kitluy-pilot-evidence-template-v1.0.0.md,kitluy-pilot-evidence-template-v1.0.0.md,kitluy-pilot-evidence-template-v1.0.0.md,KitLuy Pilot Evidence Template,1.0.0,,HET / KitLuy Suite Project Owner,Fillable evidence template; blank until a controlled pilot is executed,a5fcec9a180d4820c80498760eac66a0789ce112a1cc97e26f59597bc42f539b,5636,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0152,docs/source/inbox/kitluy-rebuild-test-checklist-v1.0.0.md,docs/source/qa/kitluy-rebuild-test-checklist-v1.0.0.md,kitluy-rebuild-test-checklist-v1.0.0.md,kitluy-rebuild-test-checklist-v1.0.0.md,KitLuy Rebuild Test Checklist,1.0.0,,HET / KitLuy Suite Project Owner,Canonical G5 checklist; not a completed Rebuild Test,9444b18595ff20aa596cfd6b9ca177437e0ea31b6845963bd6205760c60cb2d5,6639,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0153,docs/source/inbox/kitluy-release-channel-and-promotion-policy-v1.0.0.md,docs/source/infrastructure/kitluy-release-channel-and-promotion-policy-v1.0.0.md,kitluy-release-channel-and-promotion-policy-v1.0.0.md,kitluy-release-channel-and-promotion-policy-v1.0.0.md,KitLuy Release Channel and Promotion Policy,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,9369a37b49b70091d818d4cbd8391e2ae673b6964f2bfa41cd1e61e2882f2e95,8987,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0154,docs/source/inbox/kitluy-rls-and-tenant-isolation-test-pack-v1.0.0.md,docs/source/qa/kitluy-rls-and-tenant-isolation-test-pack-v1.0.0.md,kitluy-rls-and-tenant-isolation-test-pack-v1.0.0.md,kitluy-rls-and-tenant-isolation-test-pack-v1.0.0.md,KitLuy RLS and Tenant Isolation Test Pack,1.0.0,,HET / KitLuy Suite Project Owner,Canonical testing and evidence specification; not execution evidence,00dd30199261397628632a6ee7cd3b33b7d644bdef6ddaf4aba91fb6287358b6,5590,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0155,docs/source/inbox/kitluy-rollback-and-emergency-change-runbook-v1.0.0.md,docs/source/infrastructure/kitluy-rollback-and-emergency-change-runbook-v1.0.0.md,kitluy-rollback-and-emergency-change-runbook-v1.0.0.md,kitluy-rollback-and-emergency-change-runbook-v1.0.0.md,KitLuy Rollback and Emergency Change Runbook,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,e568e0de66b2560e86c71a69533d7b395ff73fd203fc884426b02b59659cf934,9405,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0156,docs/source/inbox/kitluy-secrets-inventory-v1.0.0.md,docs/source/infrastructure/kitluy-secrets-inventory-v1.0.0.md,kitluy-secrets-inventory-v1.0.0.md,kitluy-secrets-inventory-v1.0.0.md,KitLuy Secrets Inventory — References Only,1.0.0,,HET / KitLuy Suite Project Owner,Canonical operating target; not implementation evidence,9eb8fbe30a2b19325e2c9770227c4e75e60b2dddd67129af2071455038378713,12418,text/markdown,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,INFRASTRUCTURE-OPERATIONS-CONTRACT,infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0157,docs/source/inbox/kitluy-security-test-plan-v1.0.0.md,docs/source/qa/kitluy-security-test-plan-v1.0.0.md,kitluy-security-test-plan-v1.0.0.md,kitluy-security-test-plan-v1.0.0.md,KitLuy Security Test Plan,1.0.0,,HET / KitLuy Suite Project Owner,Canonical testing and evidence specification; not execution evidence,92a4dcaffbc933befc896981dfb23f8908492e8717023069ec93beb3f9cd6cbf,6232,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,QA-TEST-CONTRACT,qa,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0158,docs/source/inbox/kitluy-test-case-registry-phase1-v1.0.0.csv,docs/source/qa/kitluy-test-case-registry-phase1-v1.0.0.csv,kitluy-test-case-registry-phase1-v1.0.0.csv,,,1.0.0,,,,d5910ab930feb7425c33a7fa242d7e6d2fd3cd1a8052eaddaa560bcbca0ba190,505590,text/csv,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,"TEST-CASE-REGISTRY (525 cases, SPECIFIED_NOT_EXECUTED)",qa,laundry,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0159,docs/source/inbox/kitluy-testing-standard-v1.0.0.md,docs/source/engineering/kitluy-testing-standard-v1.0.0.md,kitluy-testing-standard-v1.0.0.md,,KitLuy Testing Standard,1.0.0,,,,7838524590c83e56f3f5fd41a3837975b609f588b0920efa3e09b9f939bf810c,5567,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,ENGINEERING-STANDARD,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0160,docs/source/inbox/pack-manifest.json,docs/source/engineering/pack-manifest.json,pack-manifest.json,,,,,,,ae0d9842e5869f662906e350eac49917bb39f98e57937350e031e4f03f2309ca,1131,application/json,OWNER-INSTRUCTION,CANONICAL-CURRENT,PACK-INDEX (Engineering Standards Pack; selected toolchain versions),engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,"selected_versions conflict with repo toolchain pins (ADR-0001/0002) — KLREC-2026-07-26-014; upgrade is a registered engineering task, not applied during ingestion.",2026-07-26-2
KLSRC-0161,docs/source/inbox/kitluy-phase1-laundry-master-build-plan-v1.0.0.md,docs/source/owner-instructions/kitluy-phase1-laundry-master-build-plan-v1.0.0.md,kitluy-phase1-laundry-master-build-plan-v1.0.0.md,kitluy-phase1-laundry-master-build-plan-v1.0.0.md,KitLuy Phase 1 Laundry — Master Build Plan,1.0.0,,HET / KitLuy Suite Project Owner,Master execution plan; direct swarm input; not implementation evidence,268a30a0dc647780e7105dd59b9604b5fdafa8e0e69947b4d2e239600d55dacc,101819,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,PHASE1-MASTER-BUILD-PLAN (WS-00..WS-26 execution program),execution,laundry,,,,,NONE,2026-07-26T17:30:00+07:00,,2026-07-26-3
