Master Feature ID,Domain,Canonical KitLuy Capability,Primary Owner,Authority,Master Disposition,Earliest Phase,Phase Coverage,Source Platforms,Source Row Count,WooCommerce IDs,Toast IDs,Shopify IDs,Lightspeed IDs,Loyverse IDs,Source Classifications,Source Capability Names,Review Note,Owner Decision ID,Owner Decision Choice,Owner Decision Effective Date,Owner Decision,Owner Decision Rules
KLMF-INV-028,INV,Weight-encoded barcode parsing,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 4,Phase 4 foundation; through Phase 7,Loyverse,1,,,,,KL-LV-064,VERTICAL DELTA,Weight-encoded barcode parsing,,,,,,
KLMF-LND-001,LND,"Booking, sales and payment reports",kitluy-chain-portal,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-078,UX IMPROVEMENT,"Booking, sales and payment reports",,,,,,
KLMF-LND-002,LND,First Booking / first value,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-025,UX IMPROVEMENT,First Booking / first value,,,,,,
KLMF-LND-003,LND,"Garment records, tags and evidence",Laundry Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-037,KEEP KITLUY,Receipts and garment tags,,,,,,
KLMF-LND-004,LND,Laundry Booking intake and service selection,Laundry Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,"WooCommerce, Loyverse",2,KLAU-WC-005,,,,KL-LV-027,KEEP KITLUY | UX IMPROVEMENT,Laundry Booking terminology and schema adaptation | Service grid plus Booking panel,,,,,,
KLMF-LND-005,LND,Laundry capacity and workload planning,Laundry Vertical Module,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KLAU-WC-002,,,,,ALREADY OWNER-LOCKED,"Laundry machine, staff and processing-weight capacity",,,,,,
KLMF-LND-006,LND,Laundry consumables catalog,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-055,KEEP KITLUY,Laundry consumables catalog,,,,,,
KLMF-LND-007,LND,Laundry issue and resolution linkage,Laundry Vertical Module,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,1,KSF-WC-033,,,,,ADAPT,Issue resolution linkage,,,,,,
KLMF-LND-008,LND,"Laundry issues, rewash, damage and resolution",Laundry Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-052,KEEP KITLUY,"Rewash, damage and missing-item handling",,,,,,
KLMF-LND-009,LND,Laundry pickup and delivery workflow,Laundry Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,WooCommerce,1,KLAU-WC-004,,,,,KEEP KITLUY,Laundry pickup and delivery,,,,,,
KLMF-LND-010,LND,Laundry pickup/delivery and scheduled fulfillment,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KLAU-WC-006,,,,,ADAPT,Laundry pickup/delivery and scheduled fulfillment,,,,,,
KLMF-LND-011,LND,Laundry Production Display,Laundry Vertical Module,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-015,ADAPT,Laundry Production Display,,,,,,
KLMF-LND-012,LND,Laundry services and add-ons,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,WooCommerce,1,KLAU-WC-001,,,,,KEEP KITLUY,Laundry services and add-ons,,,,,,
KLMF-LND-013,LND,Named/predefined open Bookings,kitluy-partner-portal,UNRESOLVED,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-031,ADAPT,Named/predefined open Bookings,,,,,,
KLMF-LND-014,LND,T1 Intake / Cashier terminal role,kitluy-pos-desktop-app,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",3,KPD-WC-002,KST-017,,,KL-LV-044,KEEP KITLUY,T1 Cashier and Intake | T1 Intake | T1 Cashier / Intake,,,,,,
KLMF-LND-015,LND,T1-T4 Laundry terminal model,kitluy-pos-desktop-app,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,Shopify,1,,,KLS-SH-090,,,KEEP KITLUY,T1-T4 Laundry terminal model,,,,,,
KLMF-LND-016,LND,T2 Customer Display Screen,kitluy-pos-desktop-app,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",4,KPD-WC-003,KST-018,,,KL-LV-014; KL-LV-045,KEEP KITLUY | UX IMPROVEMENT,T2 Customer Display Screen | T2 Customer Display,,,,,,
KLMF-LND-017,LND,T3 Clean & Ready Scan-In,kitluy-pos-desktop-app,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",3,KPD-WC-004,KST-019,,,KL-LV-047,KEEP KITLUY,T3 Ready Scan-In | T3 Clean & Ready Scan-In,,,,,,
KLMF-LND-018,LND,T4 Customer Pickup Scan-Out,kitluy-pos-desktop-app,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",3,KPD-WC-005,KST-020,,,KL-LV-048,KEEP KITLUY,T4 Pickup Scan-Out | T4 Customer Pickup Scan-Out,,,,,,
KLMF-LND-019,LND,Verified purchase or verified Booking marker,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,1,KSF-WC-028,,,,,ADOPT,Verified purchase or verified Booking marker,,,,,,
KLMF-LOC-001,LOC,"Cambodia identity, address and timezone handling",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 3,"WooCommerce, Loyverse",3,KLC-WC-019; KLC-WC-056,,,,KL-LV-112,KEEP KITLUY | ADAPT,"Cambodian phone numbers and Asia/Phnom_Penh | Local address handling | Asia/Phnom_Penh, local connectivity and affordable hardware",,,,,,
KLMF-LOC-002,LOC,Cambodia-first market and operating model,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Shopify",3,KLC-WC-030,KST-007,KLS-SH-088,,,KEEP KITLUY,Cambodia-first market design | Cambodia-first positioning | Cambodia-first defaults and market overrides,,,,,,
KLMF-LOC-003,LOC,Khmer and English localization,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Lightspeed, Loyverse",3,KLC-WC-022,,,KLS-LS-009,KL-LV-109,KEEP KITLUY,"Khmer and English UI/content | Khmer, English, KHR, USD, KHQR and Phnom Penh time | Khmer and English UX",,,,,,
KLMF-LOC-004,LOC,KHR and USD money model,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Loyverse",2,KLC-WC-021,,,,KL-LV-110,KEEP KITLUY,KHR and USD money model | KHR and USD money,,,,,,
KLMF-MISC-001,MISC,Work-order and repair-intake vertical capability,Future qualified vertical module,PLANNING CANDIDATE,DEFER,Phase 6,Phase 6,Lightspeed,1,,,,KLS-LS-037,,DEFER,Work orders / repair intake,,,,,,
KLMF-MKT-001,MKT,"International markets, currencies and duties",Shared Suite Governance & KitLuy Core,UNRESOLVED,DEFER,Phase 3,Phase 3,Shopify,1,,,KLS-SH-087,,,DEFER,"Duties, import taxes and restrictions",,,,,,
KLMF-MKT-002,MKT,Market context and effective-dated market configuration,Shared Suite Governance & KitLuy Core,UNRESOLVED,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Shopify,1,,,KLS-SH-085,,,INTERNATIONAL COMMERCE,Market context model,,,,,,
KLMF-NOT-001,NOT,Abandoned cart and checkout recovery,kitluy-notification-service,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 3,Phase 3,"WooCommerce, Shopify, Lightspeed",4,KSF-WC-019; KSF-WC-026,,KLS-SH-049,KLS-LS-059,,ECOMMERCE VERTICAL | ALREADY PHASE 3 TARGET,"Abandoned-cart detection and recovery | Cart, checkout and abandoned-cart conversion | Abandoned checkout recovery | Abandoned-cart recovery",,,,,,
KLMF-NOT-002,NOT,"Notification templates, consent, delivery and retry",kitluy-notification-service,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Shopify,1,,,KLS-SH-009,,,ADAPT,Email/phone signup and identity bootstrap,,,,,,
KLMF-OPS-001,OPS,Configuration and software compatibility status,kitluy-admin-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,3,KAD-WC-011; KID-WC-014; KID-WC-018,,,,,ALREADY OWNER-LOCKED | CORE CANDIDATE,"Configuration/software versions and compatibility | Data scopes, API compatibility and supported verticals | API compatibility and deprecation policy",,,,,,
KLMF-OPS-002,OPS,"Connector health, incidents and reconciliation status",kitluy-admin-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KAD-WC-014,,,,,ALREADY OWNER-LOCKED,Connector health and reporting,,,,,,
KLMF-OPS-003,OPS,Consent-based support and Partner diagnostics,kitluy-admin-portal,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,"WooCommerce, Lightspeed",2,KPP-WC-013,,,KLS-LS-071,,UX IMPROVEMENT | ADAPT,Partner-friendly diagnostics and recovery tools | Consent-based support impersonation and remote diagnostics,,,,,,
KLMF-OPS-004,OPS,"Data import, migration validation and rollback",kitluy-admin-portal,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 4,"Shopify, Lightspeed",4,,,KLS-SH-012; KLS-SH-013,KLS-LS-012; KLS-LS-011,,CORE CANDIDATE | ADOPT,Catalog/product import jobs | Customer and order migration | Migration validation and rollback | Validated catalog/customer/supplier/inventory imports,,,,,,
KLMF-OPS-005,OPS,Digital Store setup checklist,kitluy-partner-portal,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Shopify,1,,,KLS-SH-010,,,UX IMPROVEMENT,Guided Digital Store setup checklist,,,,,,
KLMF-OPS-006,OPS,Digital Store system status and component health,kitluy-admin-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 2,"WooCommerce, Toast, Lightspeed",3,KAD-WC-008,KST-110,,KLS-LS-070,,ALREADY OWNER-LOCKED | ALREADY KITLUY-LOCKED | UX IMPROVEMENT,Digital Store System Status | Status page and component health,,,,,,
KLMF-OPS-007,OPS,Guided Partner and Digital Store creation,kitluy-partner-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Loyverse",2,KPP-WC-001,,,,KL-LV-018,ALREADY OWNER-LOCKED | UX IMPROVEMENT,Guided Digital Store creation | Partner and Digital Store creation,,,,,,
KLMF-OPS-008,OPS,Payment and provider health,kitluy-admin-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,3,KAD-WC-016; KID-WC-016; KID-WC-017,,,,,ALREADY OWNER-LOCKED,Provider health and credential expiry | Connected channels and provider health | Webhook/job failures and credential expiry,,,,,,
KLMF-OPS-009,OPS,Phase completion and Rebuild Test evidence,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,1,,KST-119,,,,KEEP KITLUY,Rebuild Test,,,,,,
KLMF-OPS-010,OPS,Physical Store go-live evidence,kitluy-admin-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,Shopify,1,,,KLS-SH-016,,,KEEP KITLUY,Physical Store go-live evidence,,,,,,
KLMF-OPS-011,OPS,"Signed releases, staged rollout, A/B installation and rollback",kitluy-admin-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",3,KAD-WC-004,KST-109,,,KL-LV-106,KEEP KITLUY,"Signed releases, staged rollout, A/B and rollback | Signed staged update and rollback | Signed releases, staged rollout, A/B rollback",,,,,,
KLMF-OPS-012,OPS,"Store readiness, test transaction and go-live checklist",kitluy-admin-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Lightspeed, Loyverse",4,KPP-WC-008,,,KLS-LS-013; KLS-LS-010,KL-LV-019,ALREADY OWNER-LOCKED | UX IMPROVEMENT,Guided setup wizard and readiness checklist | Store/Location go-live checklist | Guided Digital Store readiness wizard | Store readiness checklist,,,,,,
KLMF-OPS-013,OPS,Versioned configuration publication and rollback,kitluy-admin-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 2,"Toast, Lightspeed",2,,KST-038,,KLS-LS-008,,ALREADY KITLUY-LOCKED | UX IMPROVEMENT,Publish rollback | Versioned configuration publication and rollback,,,,,,
KLMF-PAY-001,PAY,Accelerated checkout wallet,Shared Suite Governance & KitLuy Core,UNRESOLVED,DEFER,Phase 3,Phase 3,Shopify,1,,,KLS-SH-053,,,DEFER,Accelerated checkout wallet,,,,,,
KLMF-PAY-002,PAY,"Business-date, tender, register and closure reporting",kitluy-partner-portal,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 2,Lightspeed,1,,,,KLS-LS-072,,CORE CANDIDATE,"Business-date, tender, register and closure reporting",,,,,,
KLMF-PAY-003,PAY,Card and wallet provider abstraction,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Shopify,1,,,KLS-SH-052,,,ADAPT,Card and wallet provider abstraction,,,,,,
KLMF-PAY-004,PAY,Provider- and jurisdiction-gated card surcharge policy,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED GUARDRAIL,Later / deferred phase,Disabled for initial Cambodia launch; conditional later activation,Toast,1,,KST-086,,,,NEEDS OWNER DECISION,Card surcharge,Owner-confirmed B on 2026-07-24: Card surcharges are disabled by default and for the initial Cambodia launch; future activation requires an approved country/provider policy.,KLD-2026-07-24-001,B,2026-07-24,Card surcharges are disabled by default and for the initial Cambodia launch; future activation requires an approved country/provider policy.,"Legal/accounting validation, acquirer permission, disclosure, caps, receipts, refunds, tax treatment, entitlement and audit are mandatory."
KLMF-PAY-005,PAY,Optional provider-certified card-present and contactless payments,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,"PHASED: APPROVED FOUNDATION, DEFERRED DEPTH",Phase 2,Optional Phase 2/2.5 integration; not a Phase 2 launch dependency,Toast,1,,KST-074,,,,NEEDS OWNER DECISION,Card-present/contactless,"Owner-confirmed B on 2026-07-24: Approve provider-independent card-present/contactless architecture as an optional Phase 2/2.5 integration, not a launch dependency.",KLD-2026-07-24-001,B,2026-07-24,"Approve provider-independent card-present/contactless architecture as an optional Phase 2/2.5 integration, not a launch dependency.","Use a Cambodia-supported licensed provider, certified devices, tokenization, verified callbacks, settlement reconciliation and no raw card storage."
KLMF-PAY-006,PAY,"Cash, card, transfer, COD and tender methods",Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,WooCommerce,1,KLC-WC-059,,,,,ECOMMERCE VERTICAL,"Card, bank transfer, COD and physical cash",,,,,,
KLMF-PAY-007,PAY,"Deposits, balances and completion settlement",Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1 foundation; through Phase 6,"WooCommerce, Shopify, Loyverse",3,KLAU-WC-003,,KLS-SH-084,,KL-LV-034,KEEP KITLUY | B2B EXTENSION,"Deposits and balance payments | Payment terms, deposits and draft approval | Deposits and remaining balance",,,,,,
KLMF-PAY-008,PAY,Expected versus counted cash,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-071,UX IMPROVEMENT,Expected versus counted cash,,,,,,
KLMF-PAY-009,PAY,"Gift cards, store credit and stored-value ledger",Shared Suite Governance & KitLuy Core,APPROVED TARGET,"PHASED: APPROVED FOUNDATION, DEFERRED DEPTH",Phase 2,Phase 2 foundation; through Phase 6,"WooCommerce, Toast, Shopify, Lightspeed",5,KLC-WC-090,KST-076,KLS-SH-077; KLS-SH-061,KLS-LS-038,,DEFER | RETAIL FOUNDATION | ALREADY LATER-PHASE TARGET,Digital vouchers and gift certificates | Gift cards | Gift cards and store credit | Exchanges and store credit | Gift cards and store credit ledger,,,,,,
KLMF-PAY-010,PAY,House accounts and customer credit,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,DEFER,Phase 3,Phase 3,Toast,1,,KST-077,,,,DEFER,House accounts,,,,,,
KLMF-PAY-011,PAY,Provider-gated incremental card preauthorization,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,DEFER,Phase 2.5,Deferred until card-present certification and Restaurant pilot evidence,Toast,1,,KST-051,,,,NEEDS OWNER DECISION,Incremental card preauthorization,Owner-confirmed B on 2026-07-24: Defer incremental card preauthorization to Phase 2.5 and enable only for certified providers and eligible hospitality Stores.,KLD-2026-07-24-001,B,2026-07-24,Defer incremental card preauthorization to Phase 2.5 and enable only for certified providers and eligible hospitality Stores.,"Provider support, PCI/tokenization, expiry, limits, approvals, capture/release/reversal, recovery and reconciliation are prerequisites."
KLMF-PAY-012,PAY,KHQR payment lifecycle and reconciliation,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 3,"WooCommerce, Toast, Shopify, Loyverse",7,KLC-WC-020; KLC-WC-025; KSF-WC-005,KST-073,KLS-SH-051,,KL-LV-036; KL-LV-111,KEEP KITLUY | ECOMMERCE VERTICAL | PHASE 3 HORIZONTAL,"KHQR | KHQR-first workflows | KHQR, cards, bank transfer and cash on delivery | KHQR online checkout | Cash and KHQR",,,,,,
KLMF-PAY-013,PAY,Mandatory proprietary payment processing,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,All phases,All phases,Lightspeed,1,,,,KLS-LS-040,,REJECT,Mandatory proprietary payment processing,,,,,,
KLMF-PAY-014,PAY,Offline card capture prohibition for current roadmap,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED GUARDRAIL,Out of current roadmap,Rejected unless superseded by a new owner decision and certified provider program,"Toast, Lightspeed",2,,KST-075,,KLS-LS-042,,NEEDS OWNER DECISION,Offline card capture,Owner-confirmed C on 2026-07-24: Reject offline card capture for the current roadmap.,KLD-2026-07-24-001,C,2026-07-24,Reject offline card capture for the current roadmap.,"No raw card storage, unverified offline authorization, merchant-defined offline risk or false confirmed-payment status; reconsideration requires legal, PCI, provider, fraud, encryption and reconciliation approval."
KLMF-PAY-015,PAY,Partial and line-level refunds,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,WooCommerce,1,KLC-WC-073,,,,,HORIZONTAL AFTER PHASE 3,Partial and line-level refunds,,,,,,
KLMF-PAY-016,PAY,Partial payment,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,1,,KST-052,,,,ALREADY PHASE 2 TARGET,Partial payment,,,,,,
KLMF-PAY-017,PAY,Payment authorization/capture/refund ledger,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,Shopify,1,,,KLS-SH-054,,,CORE CANDIDATE,Payment authorization/capture/refund ledger,,,,,,
KLMF-PAY-018,PAY,"Payment failure, retry and idempotency",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KCS-WC-005,,,,,ALREADY OWNER-LOCKED,"Payment failure, retry and idempotency",,,,,,
KLMF-PAY-019,PAY,Payment gateway abstraction and verified state,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Lightspeed",3,KLC-WC-026,KST-072,,KLS-LS-041,,CORE CANDIDATE | KEEP KITLUY,Payment gateway abstraction | Gateway abstraction | Payment gateway abstraction and verified state,,,,,,
KLMF-PAY-020,PAY,Payment orchestration,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,WooCommerce,1,KLC-WC-007,,,,,CORE CANDIDATE,Payment orchestration,,,,,,
KLMF-PAY-021,PAY,"Payment settlement, reconciliation and failure recovery",Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,WooCommerce,1,KLC-WC-027,,,,,KEEP KITLUY,Payment reconciliation and failure recovery,,,,,,
KLMF-PAY-022,PAY,Payment tokens and saved methods,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,1,KLC-WC-077,,,,,ECOMMERCE VERTICAL,Payment tokens and saved methods,,,,,,
KLMF-PAY-023,PAY,"Payment, adjustment and refund records",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KLC-WC-043,,,,,ALREADY OWNER-LOCKED,"Payment, adjustment and refund records",,,,,,
KLMF-PAY-024,PAY,Payment-margin-led strategy and hardware margin,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,All phases,All phases,Lightspeed,1,,,,KLS-LS-077,,REJECT,Payment-margin-led strategy and hardware margin,,,,,,
KLMF-PAY-025,PAY,Provider-independent payment software integration and orchestration,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation and all later phases,Toast,1,,KST-009,,,,NEEDS OWNER DECISION,Payment-processing relationship,"Owner-confirmed B on 2026-07-24: KitLuy acts as provider-independent software integrator and payment orchestrator, not merchant of record or payment facilitator.",KLD-2026-07-24-001,B,2026-07-24,"KitLuy acts as provider-independent software integrator and payment orchestrator, not merchant of record or payment facilitator.","Licensed providers process and hold funds; KitLuy owns workflow, status, audit, reconciliation and adapters without assuming settlement/chargeback liability unless a later legal decision approves it."
KLMF-PAY-026,PAY,PCI boundary and hosted/tokenized fields,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,1,KSF-WC-011,,,,,ADAPT,PCI boundary and hosted/tokenized fields,,,,,,
KLMF-PAY-027,PAY,PCI boundary and provider-tokenized card data,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Unresolved,Unresolved,Lightspeed,1,,,,KLS-LS-069,,ADAPT,PCI boundary and provider-tokenized card data,,,,,,
KLMF-PAY-028,PAY,Provider webhook verification,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,Shopify,1,,,KLS-SH-055,,,CORE CANDIDATE,Provider webhook verification,,,,,,
KLMF-PAY-029,PAY,Provider-confirmed payment state and event deduplication,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,2,KLC-WC-023; KLC-WC-029,,,,,CORE CANDIDATE | ADOPT,Gateway-event deduplication | Webhook-confirmed payment state,,,,,,
KLMF-PAY-030,PAY,Refund and subscription reports,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,1,KLC-WC-081,,,,,ECOMMERCE VERTICAL,Refund and subscription reports,,,,,,
KLMF-PAY-031,PAY,Register shifts and cash reconciliation,kitluy-pos-desktop-app,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 4,Phase 4,Shopify,1,,,KLS-SH-093,,,ALREADY LATER-PHASE TARGET,Register shifts and cash reconciliation,,,,,,
KLMF-PAY-032,PAY,Returns separate from refunds,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3 foundation; through Phase 4,Shopify,1,,,KLS-SH-060,,,RETAIL FOUNDATION,Returns separate from refunds,,,,,,
KLMF-PAY-033,PAY,Split or mixed tender,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-035,UX IMPROVEMENT,Split or mixed tender,,,,,,
KLMF-PAY-034,PAY,Third-party gateway surcharge/penalty,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,Unresolved,Unresolved,Shopify,1,,,KLS-SH-056,,,REJECT,Third-party gateway surcharge/penalty,,,,,,
KLMF-PAY-035,PAY,Unattended offline payment,Restaurant kiosk client,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,Phase 2,Phase 2,Toast,1,,KST-071,,,,REJECT,Unattended offline payment,,,,,,
KLMF-PAY-036,PAY,"Voids, refunds, cancellations and comps",Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",4,KLC-WC-028; KLC-WC-046,KST-078,,,KL-LV-039,KEEP KITLUY | UX IMPROVEMENT,"Refund and void lifecycle | Voids, cancellations and failed transactions | Voids, refunds and comps | Refunds and voids",,,,,,
KLMF-PRC-001,PRC,"Channel, Store and Chain promotion governance",Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2 foundation; through Phase 3,WooCommerce,2,KLC-WC-078; KCH-WC-003,,,,,HORIZONTAL AFTER PHASE 3 | KEEP KITLUY,Channel-specific promotions | Store and Chain-controlled promotions,,,,,,
KLMF-PRC-002,PRC,Coupons and promotion codes,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,3,KLC-WC-060; KLC-WC-080; KCS-WC-008,,,,,ECOMMERCE VERTICAL,"Coupon engine | Customer, coupon, tax and shipping reports | Cart recalculation, coupon, shipping and tax estimates",,,,,,
